Unit Id,Institution Name,Name of chief administrator,Title of chief administrator,General information telephone,Office of Postsecondary Education (OPE) ID,Address,Website address
170541,Kalamazoo Valley Community College,Dr. L Marshal Washington,President,"2,694,884,100",694900,"6767 West O Ave, Kalamazoo, MI 49003-4070",https://www.kvcc.edu
170550,Kellogg Community College,Mark P. O'Connell,President,"2,699,653,931",227600,"450 North Ave, Battle Creek, MI 49017-3397",www.kellogg.edu
170587,Kirtland Community College,Dr. Tom Quinn,President,"9,892,755,000",717100,"4800 W 4 Mile Road, Grayling, MI 49738",www.kirtland.edu
170611,Michigan College of Beauty-Monroe,Christine A Dagenais,President,"7,342,418,877",2324500,"1020 S. Monroe St., Monroe, MI 48161",https://MichiganCollegeBeauty.com
170620,Lake Michigan College,"Trevor A. Kubatzke, PhD",President,"2,699,278,100",227700,"2755 East Napier Avenue, Benton Harbor, MI 49022-1899",https://www.lakemichigancollege.edu
170639,Lake Superior State University,DR. Rodney Hanley,President,"9,066,326,841",229300,"650 W Easterday Ave, Sault Ste Marie, MI 49783",www.lssu.edu
170657,Lansing Community College,Brent Knight,President,"5,174,831,957",227800,"610 N Capitol Ave, Lansing, MI 48933",https://www.lcc.edu
170675,Lawrence Technological University,Virinder Moudgil,President & CEO,"2,482,044,000",227900,"21000 West Ten Mile Road, Southfield, MI 48075-1058",www.ltu.edu
170736,M J Murphy Beauty College of Mount Pleasant,Brenda Brennan,Chief of Operations,"9,897,738,629",1321800,"201 W Broadway, Mount Pleasant, MI 48858",mjmbc.net/
170790,Macomb Community College,James Sawyer,President,"5,864,457,999",890600,"14500 E Twelve Mile Rd, Warren, MI 48088-3896",www.macomb.edu
170806,Madonna University,Dr. Michael A. Grandillo,President,"7,344,325,300",228200,"36600 Schoolcraft Rd, Livonia, MI 48150-1176",https://www.madonna.edu
170967,Rochester University,Brian Stogner,President,"2,482,182,011",228800,"800 West Avon Road, Rochester Hills, MI 48307",www.rc.edu
170976,University of Michigan-Ann Arbor,Mark Schlissel,President,"7,347,641,817",232500,"503 Thompson Street, Ann Arbor, MI 48109",https://umich.edu/
171012,Michigan Barber School Inc,Saul Green,Director,"3,138,942,300",2361500,"8988-90 Grand River Avenue, Detroit, MI 48204-2244",www.michiganbarberschool.org
171100,Michigan State University,Samuel L. Stanley Jr.,President,"5,173,551,855",229000,"East Lansing, MI 48824-1046",https://www.msu.edu
171128,Michigan Technological University,Richard J. Koubek,President,"9,064,871,885",229200,"1400 Townsend Drive, Houghton, MI 49931-1295",https://www.mtu.edu
171137,University of Michigan-Dearborn,Domenico Grasso,Chancellor,"3,135,935,000",232600,"4901 Evergreen Rd, Dearborn, MI 48128-1491",https://umdearborn.edu/
171146,University of Michigan-Flint,Debasish Dutta,Chancellor,"8,107,623,000",232700,"303 E. Kearsley Street, Flint, MI 48502-1950",www.umflint.edu
171155,Mid Michigan College,Christine Hammond,President,"9,893,866,622",676800,"1375 S Clare Ave, Harrison, MI 48625-9447",www.midmich.edu
171225,Monroe County Community College,Kojo Quartey,President,"7,342,427,300",229400,"1555 South Raisinville Road, Monroe, MI 48161-9746",www.monroeccc.edu
171234,Montcalm Community College,Robert C. Ferrentino,President,"9,893,282,111",229500,"2800 College Dr., Sidney, MI 48885-9723",www.montcalm.edu
171304,Muskegon Community College,Dale K. Nesbary,President,"2,317,739,131",229700,"221 S Quarterline Rd, Muskegon, MI 49442-1432",www.muskegoncc.edu
171395,North Central Michigan College,Dr. David Roland Finley,President,"2,313,486,600",229900,"1515 Howard St, Petoskey, MI 49770",www.ncmich.edu
171456,Northern Michigan University,Fritz J. Erickson,President,"9,062,272,650",230100,"1401 Presque Isle Avenue, Marquette, MI 49855-5301",www.nmu.edu
171483,Northwestern Michigan College,Dr. Nick Nissley,President,"2,319,951,000",230200,"1701 E Front St, Traverse City, MI 49686",https://www.nmc.edu/
171492,Northwood University,Kent MacDonald,President,"8,006,229,000",407200,"4000 Whiting Dr, Midland, MI 48640-2398",www.northwood.edu
171535,Oakland Community College,Peter Provenzano,Chancellor,"2,483,412,000",230300,"2480 Opdyke Rd, Bloomfield Hills, MI 48304-2266",https://www.oaklandcc.edu
171571,Oakland University,Ora Pescovitz,President,"2,483,702,100",230700,"2200 North Squirrel Road, Rochester Hills, MI 48309-4401",www.oakland.edu
171599,Olivet College,Steven M. Corey,President,"8,004,567,189",230800,"320 South Main Street, Olivet, MI 49076",https://www.olivetcollege.edu
171775,Port Huron Cosmetology College,Susan Pantello,Presiditing Director,"2,486,239,494",894600,"5620 Dixie Hwy, Waterford, MI 48329",www.michigancollegeofbeauty.com/
171881,Kuyper College,Dr. Patricia R. Harris,President,"6,162,223,000",231100,"3333 East Beltline Ave NE, Grand Rapids, MI 49525-9781",https://www.kuyper.edu
171988,Ross Medical Education Center-Lansing,George Grayeb,Chief Executive Officer,"5,177,039,044",2533600,"4106 W Saginaw Hwy, Lansing, MI 48917",www.rosseducation.edu
171997,Ross Medical Education Center-Madison Heights,George Grayeb,Chief Executive Officer,"2,485,484,389",2180100,"29429 John R Road, Madison Heights, MI 48071",www.rosseducation.edu
172015,Ross Medical Education Center-Flint,George Grayeb,Chief Executive Officer,"8,107,337,488",2099700,"G3630 Miller Road, Suite D, Flint, MI 48507",www.rosseducation.edu
172033,Sacred Heart Major Seminary,Rev. Msgr. Todd J. Lajiness,Rector/ President,"3,138,838,500",231300,"2701 Chicago Blvd, Detroit, MI 48206-1799",www.shms.edu
172051,Saginaw Valley State University,Donald Bachand,President,"9,899,644,000",231400,"7400 Bay Rd, University Center, MI 48710",www.svsu.edu
172200,Schoolcraft College,Dr. Conway A. Jeffress,President,"7,344,624,400",231500,"18600 Haggerty Road, Livonia, MI 48152-2696",www.schoolcraft.edu
172264,Siena Heights University,"Sr. Peg Albert, O.P., Ph.D.",President,"5,172,630,731",231600,"1247 E. Siena Heights Dr., Adrian, MI 49221",www.sienaheights.edu
172291,St Clair County Community College,Dr. Deborah A. Snyder,President,"8,109,843,881",231000,"323 Erie Street, Port Huron, MI 48061-5015",www.sc4.edu
172307,Southwestern Michigan College,David M Mathews,President,"2,697,821,000",231700,"58900 Cherry Grove Rd, Dowagiac, MI 49047-9793",www.swmich.edu
172325,Specs Howard School of Media Arts,Martin Liebman,President,"2,483,589,000",2237800,"19900 W Nine Mile Rd, Southfield, MI 48075-3953",www.specshoward.edu
172334,Spring Arbor University,Brent D. Ellis,President,"5,177,501,200",231800,"106 E. Main St, Spring Arbor, MI 49283-9799",www.arbor.edu
172422,Michigan Career and Technical Institute,Paul Mulka,Director,"2,696,644,461",2618400,"11611 West Pine Lake Road, Plainwell, MI 49080-9254",www.michigan.gov/MCTI
172440,Finlandia University,Philip Johnson,President,"9,064,825,300",232200,"601 Quincy St, Hancock, MI 49930-1832",www.finlandia.edu
172477,Western Michigan University-Thomas M. Cooley Law School,James McGrath,President and Dean,"5,173,715,140",1262700,"300 S Capitol Ave, Lansing, MI 48933",cooley.edu/
172495,Twin City Beauty College,James Moored,Owner,"61,635,550,101,004",3075200,"2600 Lincoln  Avenue, Saint Joseph, MI 49085",WWW.TCBEAUTYCOLLEGE.COM
172608,Walsh College,"Marsha Kelliher, J.D., LL.M.",President & Chief Executive Officer,"2,488,231,600",407100,"3838 Livernois, Troy, MI 48083-5066",www.walshcollege.edu
172617,Washtenaw Community College,Rose B Bellanca,President,"7,349,733,300",232800,"4800 E Huron River Dr, Ann Arbor, MI 48105-4800",www.wccnet.edu
172635,Wayne County Community College District,Dr. Curtis L. Ivery,Chancellor,"3,134,962,600",923000,"801 W. Fort Street, Detroit, MI 48226",www.wcccd.edu
172644,Wayne State University,M. Roy Wilson,President,"3,135,772,424",232900,"656 West Kirby Street, Detroit, MI 48202",www.wayne.edu
172671,West Shore Community College,Scott Ward,President,"2,318,456,211",795000,"3000 N Stiles Rd, Scottville, MI 49454-0277",www.westshore.edu
172680,Paul Mitchell the School-Grand Rapids,Michael K Maly,President,"6,169,757,778",4230500,"2855 29th Street SE Suite B, Kentwood, MI 49512-1781",paulmitchell.edu/grandrapids
172699,Western Michigan University,Edward B. Montgomery,President,"2,693,871,000",233000,"1903 W Michigan Ave, Kalamazoo, MI 49008-5200",https://wmich.edu/
172705,Western Theological Seminary,Felix Theonugraha,President,"6,163,928,555",233100,"101 E 13th St, Holland, MI 49423-3622",www.westernsem.edu
172802,Wright Beauty Academy,Jessica Gieske,Owner,"2,699,644,016",1229100,"492 Capital Ave SW, Battle Creek, MI 49015",wba.edu
172866,Academy College,Nancy Grazzini-Olson,Chief Executive Officier,"9,528,510,066",2050300,"1600 W. 82nd Street, Suite 100, Bloomington, MN 55431-1411",www.academycollege.edu
172918,Alexandria Technical & Community College,Michael Seymour,President,"3,207,620,221",554400,"1601 Jefferson Streeet, Alexandria, MN 56308",www.alextech.edu
172927,American Indian OIC Inc,Joe Hobot,President & CEO,"6,123,413,358,100",2514100,"1845 E. Franklin Ave, Minneapolis, MN 55404-2221",www.aioic.org
172954,Anoka Technical College,Dr. Kent Hanson,President,"7,634,331,100",735000,"1355 Highway 10 West, Anoka, MN 55303",www.anokatech.edu
172963,Anoka-Ramsey Community College,Dr. Kent Hanson,President,"7,634,331,100",233200,"11200 Mississippi Blvd NW, Coon Rapids, MN 55433-3470",www.anokaramsey.edu
173045,Augsburg University,Paul Pribbenow,President,"6,123,301,000",233400,"2211 Riverside Ave, Minneapolis, MN 55454",www.augsburg.edu
173063,Riverland Community College,Adenuga Atewologun,President,"5,074,330,600",233500,"1900 8th Ave NW, Austin, MN 55912-1473",www.riverland.edu
173115,Northwest Technical College,Faith Hensrud,President,"2,183,336,600",575900,"905 Grant Avenue SE, Bemidji, MN 56601-4907",https://www.ntcmn.edu
173124,Bemidji State University,Faith Hensrud,President,"8,004,752,001",233600,"1500 Birchmont Dr, Bemidji, MN 56601",https://www.bemidjistate.edu
173142,Bethany Lutheran College,Gene Pfeifer,President,"5,073,447,000",233700,"700 Luther Dr, Mankato, MN 56001",https://www.blc.edu
173160,Bethel University,James H. Barnes III,President,"6,516,386,400",905800,"3900 Bethel Dr, Saint Paul, MN 55112",https://www.bethel.edu
173203,Central Lakes College-Brainerd,Dr. Hara Charlier,President,"2,188,558,000",233900,"501 West College Drive, Brainerd, MN 56401-3900",WWW.CLCMN.EDU
173258,Carleton College,Steven G. Poskanzer,President,"5,072,224,000",234000,"One North College Street, Northfield, MN 55057",https://www.carleton.edu
173300,Concordia College at Moorhead,William J. Craft,President,"2,182,994,200",234600,"901 S 8th St, Moorhead, MN 56562",https://www.concordiacollege.edu
173328,Concordia University-Saint Paul,Eric E. LaMott,Interim President,"6,516,418,278",234700,"1282 Concordia Ave, Saint Paul, MN 55104-5494",https://www.csp.edu
173416,Dakota County Technical College,Michael Berndt,Interim President,"6,514,238,301",1040200,"1300  145th Street East, Rosemount, MN 55068-2999",www.dctc.edu/
173452,Martin Luther College,Mark G. Zarling,President,"5,073,548,221,211",236100,"1995 Luther Ct, New Ulm, MN 56073-3965",www.mlc-wels.edu
173461,Lake Superior College,Patricia Rogers,President,"8,004,322,884",575700,"2101 Trinity Rd, Duluth, MN 55811-3399",www.lsc.edu
173470,Cosmetology Careers Unlimited College of Hair Skin and Nails,Richard Shaffer,President,"2,187,227,484",960000,"121 W Superior St, Duluth, MN 55802",www.ccucollege.net
173559,Minnesota State Community and Technical College,Dr. Carrie Brimhall,President,"2,187,361,500",554100,"1414 College Way, Fergus Falls, MN 56537-1000",www.minnesota.edu
173638,Minnesota West Community and Technical College,Dr. Terry Gaalswyk,President,"8,006,582,330",526300,"1593 11th Ave, Granite Falls, MN 56241",www.mnwest.edu
173647,Gustavus Adolphus College,Rebecca M. Bergman,President,"5,079,338,000",235300,"800 West College Avenue, Saint Peter, MN 56082-1498",gustavus.edu/
173665,Hamline University,Fayneese Miller,President,"6,515,232,800",235400,"1536 Hewitt Avenue, Saint Paul, MN 55104-1284",www.hamline.edu
173683,Hazelden Betty Ford Graduate School of Addiction Studies,Mark Mishek,President and CEO,"88,825,778,004,175",4044300,"15251 Pleasant Valley Rd, Center City, MN 55012-0011",www.hazeldenbettyford.edu
173708,Hennepin Technical College,Merrill Irving Jr.,President,"9,529,951,300",1049100,"9000 Brooklyn Blvd, Brooklyn Park, MN 55445",www.hennepintech.edu
173735,Hibbing Community College,Aaron Reini,Interim Provost,"2,182,627,200",235500,"1515 East 25th Street, Hibbing, MN 55746",https://www.hibbing.edu
173744,Aveda Institute-Minneapolis,Kalli Blackwell,General Manager,"6,123,787,400",2123200,"400 Central Ave SE, Minneapolis, MN 55414",avedaarts.edu/locations/minneapolis
173799,Inver Hills Community College,Michael Berndt,Interim President,"6,514,503,000",974000,"2500 80th St E, Inver Grove Heights, MN 55076-3224",https://www.inverhills.edu
173805,Itasca Community College,Bart Johnson,Provost,"2,183,222,300",235600,"1851 East Highway 169, Grand Rapids, MN 55744-3397",https://www.itascacc.edu/
173896,Luther Seminary,Robin Steinke,President,"6,516,413,456",235700,"2481 Como Ave, Saint Paul, MN 55108-1496",https://www.luthersem.edu
173902,Macalester College,Brian C. Rosenberg,President,"6,516,966,000",235800,"1600 Grand Ave, Saint Paul, MN 55105-1899",www.macalester.edu
173911,South Central College,Dr. Annette Parker,President,"5,073,897,200",553700,"1920 Lee Blvd, North Mankato, MN 56003-1920",www.southcentral.edu
173920,Minnesota State University-Mankato,Richard Davenport,President,"5,073,891,866",236000,"South Rd and Ellis Ave, Mankato, MN 56001",https://mankato.mnsu.edu/
173957,Mayo Clinic College of Medicine and Science,"Fredric B. Meyer, M.D.",Executive Dean,"5,072,843,208",1173200,"200 1st St SW, Rochester, MN 55905",college.mayo.edu/
173993,Mesabi Range College,Shelly McCauley Jugovich,Provost,"2,187,413,095",400900,"1001 Chestnut Street West, Virginia, MN 55792",https://www.mesabirange.edu
174020,Metropolitan State University,Virginia Arthur,President,"6,517,931,300",1037400,"700 East Seventh Street, Saint Paul, MN 55106-5000",www.metrostate.edu
174066,University of Minnesota-Twin Cities,Joan T.A. Gabel,President,"6,126,255,000",396900,"100 Church Street SE, Minneapolis, MN 55455-0213",https://twin-cities.umn.edu
174075,University of Minnesota-Crookston,Mary Holz-Clause,Chancellor,"8,008,626,466",406900,"2900 University Ave, Crookston, MN 56716-5001",https://www.crk.umn.edu/
174127,Minneapolis College of Art and Design,Sanjit Sethi,President,"6,128,743,737",236500,"2501 Stevens Ave, Minneapolis, MN 55404",MCAD.EDU
174136,Minneapolis Community and Technical College,Sharon Pierce,President,"6,126,596,000",236200,"1501 Hennepin Ave, Minneapolis, MN 55403-1779",www.minneapolis.edu
174154,Herzing University-Minneapolis,Jason Morgan,Campus President,"7,635,353,000",962108,"435 Ford Road, St. Louis Park, MN 55426",https://www.herzing.edu
174190,Minnesota School of Cosmetology-Woodbury Campus,Jeanne Herrmann,Chief Executive Officer,"6,512,872,180",2238100,"1750 WEIR DRIVE, WOODBURY, MN 55125",https://www.msccollege.edu
174233,University of Minnesota-Duluth,Lendley Black,Chancellor,"2,187,268,000",238800,"515 Darland Administration Bldg, Duluth, MN 55812",www.d.umn.edu/
174251,University of Minnesota-Morris,Michelle Behr,Chancellor,"3,205,896,035",238900,"309 Behmler Hall, Morris, MN 56267",https://www4.morris.umn.edu/
174321,Model College of Hair Design,Andy Smith,President,"3,202,534,222,101",983100,"201 Eighth Ave S, Saint Cloud, MN 56301-4332",www.modelcollegeofhairdesign.com
174358,Minnesota State University Moorhead,Anne Blackhurst,President,"8,005,937,246",236700,"1104 Seventh Avenue South, Moorhead, MN 56563",https://www.mnstate.edu/
174376,North Hennepin Community College,Jeff Williamson,President,"7,634,880,391",237000,"7411 85th Ave N, Brooklyn Park, MN 55445",https://www.nhcc.edu
174428,Normandale Community College,Joyce Ester,President,"9,523,588,200",795400,"9700 France Ave S, Bloomington, MN 55431-4399",www.normandale.edu
174437,North Central University,Scott Hagan,President,"6,123,434,400",236900,"910 Elliot Ave, Minneapolis, MN 55404-1391",www.northcentral.edu
174473,Northland Community and Technical College,Dr. Dennis Bona,President,"2,187,932,800",238500,"1101 Hwy One East, Thief River Falls, MN 56701",www.northlandcollege.edu
174491,University of Northwestern-St Paul,Alan S. Cureton,President,"6,516,315,100",237100,"3003 Snelling Ave N, Saint Paul, MN 55113-1598",https://www.unwsp.edu
174507,Northwestern Health Sciences University,Deborah Bushway,Interim President and CEO,"9,528,884,777",1232800,"2501 W 84th St, Bloomington, MN 55431",www.nwhealth.edu
